post_id,date,likes,comments,reposts,views,attachments,text
2235,2023-10-27 12:25:00,20,0,3,539,1,103
2233,2023-10-26 16:03:35,20,0,3,612,1,209
2231,2023-10-26 13:30:00,78,1,20,4385,1,158
2229,2023-10-26 12:10:00,22,0,4,577,1,48
2228,2023-10-26 10:15:00,16,0,5,645,1,38
2225,2023-10-24 17:15:14,24,0,5,568,1,94
2224,2023-10-24 16:30:00,19,0,3,477,1,139
2223,2023-10-24 12:45:00,41,1,4,991,1,84
2222,2023-10-24 10:30:00,20,0,1,448,1,56
2218,2023-10-23 22:22:56,20,0,1,501,2,45
2217,2023-10-23 22:20:00,21,0,1,912,5,87
2213,2023-10-23 17:10:00,21,0,4,447,1,105
2212,2023-10-23 11:30:00,20,0,1,406,1,111
2211,2023-10-23 10:00:03,20,0,1,485,2,70
2208,2023-10-20 19:40:00,22,0,7,568,1,58
2205,2023-10-19 22:00:00,25,0,1,655,1,42
2203,2023-10-19 21:10:00,20,0,4,448,1,118
2201,2023-10-19 20:15:00,21,1,2,388,1,148
2199,2023-10-19 16:33:06,19,0,1,383,0,5
2198,2023-10-19 15:40:35,23,0,3,443,1,286
2196,2023-10-19 12:10:00,21,0,1,390,1,43
2195,2023-10-19 11:30:00,20,0,2,452,1,65
2193,2023-10-19 11:05:00,22,1,3,472,1,36
2191,2023-10-19 10:10:28,19,0,2,319,0,22
2190,2023-10-18 22:15:00,23,0,1,447,1,44
2189,2023-10-18 22:00:00,19,0,2,327,1,170
2187,2023-10-18 20:15:00,22,0,1,647,5,106
2184,2023-10-18 17:15:00,23,0,1,378,4,59
2181,2023-10-18 14:10:00,22,0,4,384,1,198
2180,2023-10-18 12:50:00,23,0,1,406,1,159
2179,2023-10-18 12:35:05,22,0,4,415,1,33
2177,2023-10-18 11:29:42,20,0,3,288,1,90
2176,2023-10-18 10:20:00,20,1,3,326,1,52
2175,2023-10-18 09:31:01,20,0,2,296,0,5
2171,2023-10-17 22:15:57,23,0,2,472,1,45
2169,2023-10-17 20:35:34,19,0,1,372,1,62
2166,2023-10-17 17:15:00,22,0,3,418,2,104
2164,2023-10-17 16:15:09,19,0,1,310,1,87
2162,2023-10-17 12:20:00,20,1,1,358,1,50
2161,2023-10-17 11:30:00,21,0,5,341,1,89
2160,2023-10-17 10:30:00,41,0,4,646,2,65
2158,2023-10-17 09:30:19,20,1,3,327,1,59
2155,2023-10-16 20:30:00,19,0,3,311,2,106
2153,2023-10-16 18:44:56,22,0,7,455,2,139
2152,2023-10-16 18:35:00,19,0,2,322,3,132
2150,2023-10-16 15:45:00,18,0,4,328,3,109
2149,2023-10-16 15:10:00,16,0,2,297,2,127
2148,2023-10-16 14:15:00,19,0,4,312,5,99
2147,2023-10-16 13:30:00,17,0,1,330,1,119
2145,2023-10-16 12:15:00,18,0,1,297,2,347
2143,2023-10-16 10:50:00,16,0,1,361,2,54
2139,2023-10-15 16:27:14,16,0,2,471,1,83
2137,2023-10-14 18:30:00,36,1,11,609,1,20
2136,2023-10-14 17:15:00,18,0,2,400,1,35
2134,2023-10-14 15:30:00,17,0,1,378,1,121
2133,2023-10-14 14:10:00,16,0,3,339,1,143
2132,2023-10-14 13:13:00,18,0,1,354,1,96
2131,2023-10-14 12:00:01,19,0,2,397,1,34
2130,2023-10-14 11:10:25,16,0,1,319,0,46
2127,2023-10-13 19:30:48,16,0,2,324,0,6
2122,2023-10-13 18:00:02,18,0,2,319,1,91
2120,2023-10-13 17:10:59,16,0,1,295,1,84
2118,2023-10-13 16:30:00,17,0,14,373,1,95
2116,2023-10-13 15:30:00,18,0,3,280,2,89
2113,2023-10-12 16:20:00,16,0,1,282,1,80
2112,2023-10-12 14:16:20,17,1,6,387,0,1
2111,2023-10-12 14:14:32,16,0,5,300,0,1
2110,2023-10-12 13:00:19,19,0,2,498,1,12
2109,2023-10-12 13:00:00,22,1,3,509,5,151
2107,2023-10-12 11:30:00,17,0,1,328,1,49
2106,2023-10-12 10:30:00,18,0,1,393,1,65
2103,2023-10-11 20:33:40,17,0,2,294,0,4
2102,2023-10-11 19:30:00,16,0,2,333,1,183
2101,2023-10-11 17:40:00,16,0,3,295,1,98
2100,2023-10-11 16:15:00,16,0,1,296,1,103
2096,2023-10-11 15:00:00,16,0,2,278,1,116
2095,2023-10-11 14:48:54,17,0,2,386,1,68
2093,2023-10-11 11:45:00,18,1,2,336,4,45
2091,2023-10-11 10:15:51,18,2,2,296,0,7
2088,2023-10-10 18:50:00,15,0,2,312,4,70
2087,2023-10-10 14:10:00,16,0,1,297,1,56
2086,2023-10-10 13:00:00,18,0,1,368,1,55
2083,2023-10-10 10:00:02,17,0,1,404,1,149
2079,2023-10-09 21:00:01,18,0,2,392,1,81
2077,2023-10-09 18:30:00,18,0,4,395,1,104
2076,2023-10-09 15:23:00,20,0,2,424,3,73
2075,2023-10-09 15:22:00,18,0,1,327,3,91
2074,2023-10-09 15:21:00,17,0,1,283,3,98
2073,2023-10-09 15:20:00,18,0,2,301,1,152
2066,2023-10-09 10:20:49,19,0,1,413,2,61
2064,2023-10-07 19:41:42,19,0,1,262,0,4
2063,2023-10-06 19:52:41,18,0,1,345,0,1
2062,2023-10-06 17:07:26,19,0,1,405,1,191
2060,2023-10-06 11:07:48,18,0,1,358,0,1
2059,2023-10-06 11:07:05,18,0,1,281,0,2
2058,2023-10-05 11:30:00,19,0,3,406,1,51
2056,2023-10-04 16:30:00,16,0,1,431,1,32
2055,2023-10-03 11:51:54,16,0,1,365,0,6
2053,2023-10-03 10:00:01,17,0,3,434,1,49
2052,2023-10-02 20:16:25,18,0,3,512,1,23
2050,2023-10-02 14:50:09,17,0,3,469,2,71
2048,2023-09-30 19:00:30,20,0,7,661,1,172
2046,2023-09-30 17:57:52,17,0,2,646,1,99
2045,2023-09-30 12:58:05,17,0,2,418,1,31
2044,2023-09-29 16:46:30,18,0,1,448,1,119
2042,2023-09-28 13:15:00,17,0,1,474,1,136
2029,2023-09-25 17:40:00,40,11,4,1771,4,154
2028,2023-09-25 15:30:00,16,0,3,711,1,81
2025,2023-09-23 16:00:01,17,0,1,563,1,92
2019,2023-09-22 18:40:00,60,4,6,2039,4,137
2017,2023-09-21 14:00:02,18,0,1,571,1,65
2014,2023-09-21 10:50:48,19,0,3,712,1,36
2007,2023-09-20 19:25:39,16,0,1,778,1,87
2001,2023-09-20 18:00:02,63,10,8,2388,4,209
2000,2023-09-20 16:05:13,20,0,1,582,1,33
1996,2023-09-19 12:05:15,17,0,3,595,0,9
1984,2023-09-18 18:00:02,69,12,13,2825,4,171
1983,2023-09-18 16:35:04,17,0,2,575,1,26
1981,2023-09-18 15:51:22,18,1,8,614,1,79
1977,2023-09-16 16:00:16,38,0,10,942,4,191
1976,2023-09-16 12:12:59,17,0,2,824,1,58
1975,2023-09-15 19:48:23,16,0,2,623,0,4
1973,2023-09-15 18:26:41,18,0,2,522,0,8
1972,2023-09-14 15:40:26,44,0,8,1533,4,147
1970,2023-09-11 13:34:37,18,0,2,680,0,1
1968,2023-09-10 17:02:18,18,0,1,581,0,7
1967,2023-09-10 14:04:32,19,1,2,588,0,7
1966,2023-09-07 15:30:22,18,0,4,680,0,3
1965,2023-09-07 12:10:00,31,0,6,1373,1,104
1963,2023-09-06 12:10:00,19,0,3,681,1,181
1962,2023-09-05 17:10:00,17,0,1,632,1,106
1961,2023-09-05 14:00:02,18,0,5,634,1,82
1959,2023-09-04 18:40:11,19,0,4,1064,0,91
1958,2023-09-04 16:10:00,17,0,2,572,1,108
1957,2023-09-04 13:00:04,17,1,2,530,0,3
1956,2023-09-04 11:00:01,18,0,1,624,1,118
1955,2023-09-03 18:00:01,19,0,5,705,1,137
1954,2023-09-03 16:10:43,18,0,7,701,1,96
1953,2023-09-03 12:33:24,16,0,1,497,0,2
1946,2023-09-02 21:16:22,16,0,1,522,0,1
1945,2023-08-30 12:00:02,26,0,12,920,6,56
1943,2023-08-28 15:34:31,16,0,1,687,0,8
1942,2023-08-28 12:00:03,23,0,9,969,1,198
1940,2023-08-27 14:30:00,19,0,5,741,2,140
1931,2023-07-23 21:57:18,101,5,76,2942,1,206
1913,2023-07-19 01:00:00,9,0,1,759,0,1
1903,2023-07-18 19:00:01,105,16,351,4057,1,91
1853,2023-07-09 16:23:55,8,0,2,622,0,163
1840,2023-07-04 19:17:31,7,3,6,609,0,134
1839,2023-07-04 18:35:13,8,0,2,503,0,191
1822,2023-06-29 11:14:49,6,0,4,404,1,250
1794,2023-06-25 20:43:06,7,0,1,452,1,99
1666,2023-06-20 12:30:00,80,4,7,896,1,55
1592,2023-06-09 07:45:10,6,0,3,817,0,98
1591,2023-06-08 17:25:18,6,0,0,438,0,1
1589,2023-06-07 18:06:48,9,0,10,797,0,24
1573,2023-05-31 15:31:47,6,0,0,540,0,1
1567,2023-05-22 16:32:17,6,0,11,977,0,178
1564,2023-05-17 19:33:29,7,0,21,1061,0,34
1563,2023-05-10 18:37:59,6,0,9,938,1,61
1562,2023-05-05 15:37:43,7,0,0,634,0,136
1561,2023-05-04 15:50:00,6,0,12,953,0,630
1557,2023-05-04 11:06:23,6,0,3,722,0,64
1556,2023-04-29 01:58:06,8,0,2,868,2,35
1555,2023-04-14 18:33:45,6,0,2,580,0,1
1554,2023-04-10 15:30:39,8,0,0,566,0,1
1553,2023-04-06 19:51:31,7,0,3,561,0,1
1552,2023-04-04 22:10:54,6,0,0,479,0,1
1551,2023-03-31 17:00:04,6,0,2,725,0,89
1549,2023-03-13 15:02:07,5,0,0,725,1,54
1548,2023-03-09 21:00:02,5,0,0,743,1,88
1546,2023-03-07 19:00:03,7,0,1,781,2,225
1543,2023-02-14 14:13:25,6,0,0,833,0,1
1541,2023-02-07 00:44:10,5,0,3,900,1,136
1540,2023-02-02 22:01:14,16,0,40,5027,4,196
1539,2023-01-26 11:52:02,6,0,1,1146,1,277
1537,2023-01-17 21:38:54,5,0,0,792,0,1
1521,2023-01-13 16:37:19,6,0,0,632,1,172
1512,2023-01-12 17:00:01,12,0,3,542,1,2
1511,2023-01-12 16:39:23,5,0,0,419,0,1
1451,2023-01-10 20:04:33,10,0,3,502,1,2
1422,2023-01-09 13:15:05,5,0,1,407,0,1
1406,2023-01-07 12:55:02,14,1,1,544,1,2
1391,2022-12-31 17:57:02,39,1,3,1449,1,292
1334,2022-12-28 17:00:00,62,14,14,1287,1,6
1317,2022-12-27 17:00:00,11,0,1,501,1,2
1174,2022-12-23 14:26:01,4,0,3,381,0,1
1163,2022-12-23 08:21:13,16,0,6,764,5,39
994,2022-12-19 17:00:00,12,0,3,478,1,8
942,2022-12-17 13:41:41,4,0,12,602,0,256
920,2022-12-15 17:00:02,21,3,5,598,1,2
919,2022-12-15 15:28:48,20,2,14,1114,1,143
864,2022-12-13 17:00:01,17,0,4,820,1,2
817,2022-12-11 17:00:00,16,0,2,547,1,2
809,2022-12-10 17:00:03,14,0,5,547,1,38
764,2022-12-08 22:51:15,4,0,2,466,0,1
758,2022-12-07 15:01:31,7,0,0,598,0,39
754,2022-12-06 17:56:45,6,0,17,849,0,51
706,2022-11-27 20:33:48,9,0,2,999,1,1
649,2022-11-11 20:00:02,5,0,2,662,0,1
645,2022-11-07 13:38:51,5,0,2,776,0,23
644,2022-11-06 13:10:02,6,0,0,659,0,1
643,2022-11-05 22:21:38,6,0,9,858,0,49
642,2022-11-05 22:21:23,5,0,5,887,0,378
636,2022-11-03 17:35:39,6,0,1,533,0,1
632,2022-11-02 14:10:26,5,0,2,539,0,1
584,2022-10-21 18:51:29,4,0,3,1058,0,307
569,2022-10-19 10:20:03,4,0,1,575,2,126
560,2022-10-17 19:41:11,4,0,3,837,0,233
540,2022-10-12 11:37:51,5,0,9,742,0,48
539,2022-10-12 11:30:51,5,1,9,907,0,237
523,2022-10-08 21:19:37,5,0,3,709,0,128
513,2022-10-07 09:38:05,8,0,2,615,0,31
512,2022-10-06 16:12:50,5,0,1,493,0,1
509,2022-10-05 21:50:08,5,0,2,482,0,1
488,2022-10-01 14:13:31,5,0,1,737,0,145
430,2022-09-23 09:30:02,5,0,0,457,0,1
361,2022-09-19 13:31:13,5,0,1,573,0,79
228,2022-09-15 06:53:17,5,0,1,1404,0,37
198,2022-09-10 17:10:42,4,1,0,546,0,1
196,2022-09-06 14:14:33,4,0,2,526,0,1
195,2022-08-26 17:01:51,4,0,3,625,2,68
194,2022-07-21 20:17:29,4,0,1,595,0,1
193,2022-07-18 17:06:34,4,0,2,667,1,265
192,2022-07-10 17:49:27,4,0,5,608,1,296
191,2022-07-07 18:05:40,4,0,1,469,0,1
190,2022-07-07 18:05:08,4,0,0,397,0,1
189,2022-07-01 20:36:47,4,0,0,432,1,57
188,2022-06-25 19:46:51,4,0,0,366,0,1
187,2022-06-21 20:38:05,4,0,2,417,0,133
186,2022-06-20 14:15:39,4,0,0,323,0,1
185,2022-06-18 16:53:51,4,0,0,312,1,115
184,2022-06-09 14:43:22,4,0,1,361,0,27
183,2022-06-08 19:45:22,4,0,0,328,1,103
182,2022-06-07 22:02:14,4,0,1,312,3,164
181,2022-06-02 13:26:26,4,0,1,350,3,45
180,2022-06-01 22:39:28,4,0,0,249,0,1
179,2022-05-31 19:17:37,4,0,1,266,2,56
178,2022-05-30 19:52:38,4,0,0,214,0,1
177,2022-05-30 10:20:45,4,0,0,254,3,19
176,2022-05-30 10:19:01,4,0,0,209,2,99
175,2022-05-26 23:47:00,4,0,0,217,1,104
174,2022-05-21 22:18:13,4,0,1,246,1,87
173,2022-05-18 15:12:30,4,0,0,182,0,1
172,2022-05-17 12:31:41,4,0,1,218,2,47
171,2022-05-17 12:30:34,4,0,0,199,1,128
170,2022-05-12 15:20:25,4,0,0,180,0,1
169,2022-05-09 15:44:23,4,0,1,229,0,19
168,2022-04-22 11:35:24,4,0,1,259,2,111
167,2022-04-21 14:02:17,5,0,0,225,2,82
166,2022-04-18 20:53:15,4,0,1,250,1,46
165,2022-04-14 17:25:56,4,0,1,231,0,1
164,2022-04-14 14:51:40,4,0,1,233,1,136
163,2022-04-11 12:51:19,4,0,0,196,0,1
162,2022-04-11 09:57:26,4,0,1,205,1,103
161,2022-04-10 19:07:56,4,0,0,200,0,1
160,2022-04-07 15:32:05,4,0,0,176,0,1
159,2022-04-03 21:23:01,4,0,0,181,0,1
158,2022-04-01 21:29:02,4,0,0,181,1,55
157,2022-03-31 18:44:21,4,0,2,175,0,1
156,2022-03-31 11:43:29,4,0,5,236,0,56
155,2022-03-30 18:33:14,4,0,1,177,1,63
154,2022-03-25 13:07:16,4,0,0,181,0,1
153,2022-03-21 13:55:14,4,0,0,182,0,1
152,2022-03-18 19:39:25,5,0,0,185,1,61
151,2022-03-16 11:37:11,4,0,0,164,0,1
150,2022-03-14 14:39:04,4,0,5,259,0,64
149,2022-03-09 21:15:02,4,0,0,220,0,35
148,2022-03-07 11:49:46,4,0,1,210,1,134
147,2022-03-06 16:58:08,4,0,2,218,0,198
146,2022-03-05 16:43:19,4,0,0,174,0,1
145,2022-03-05 15:05:50,4,0,1,160,0,1
144,2022-03-04 13:36:51,5,0,0,152,0,1
143,2022-03-03 11:09:29,4,0,1,149,0,1
142,2022-03-02 21:40:49,4,0,1,138,0,1
141,2022-03-02 11:08:23,4,0,0,134,0,1
140,2022-03-01 14:38:09,4,0,0,129,0,1
139,2022-02-26 20:41:44,4,0,1,143,0,1
138,2022-02-25 09:15:54,4,0,1,134,0,1
137,2022-02-21 18:54:45,4,0,0,184,0,1
136,2022-02-17 12:44:29,4,0,0,163,0,1
135,2022-02-17 10:36:14,4,0,2,198,0,42
134,2022-02-17 00:47:27,4,0,0,163,1,65
133,2022-02-15 19:50:55,4,0,0,145,0,1
132,2022-02-14 21:41:00,4,0,1,162,1,159
131,2022-02-14 11:09:57,4,0,0,139,0,1
130,2022-02-10 16:21:13,4,0,1,168,0,1
129,2022-02-09 15:00:35,4,0,0,161,0,1
128,2022-02-08 19:11:40,5,0,2,174,0,1
127,2022-02-07 20:33:45,4,0,1,160,0,21
126,2022-02-05 15:00:53,4,0,2,177,1,73
125,2022-02-03 12:51:47,4,0,0,152,2,61
124,2022-02-02 16:42:38,4,0,1,151,1,97
123,2022-01-31 15:59:31,4,0,0,236,4,8
121,2022-01-26 10:41:09,4,0,1,212,0,1
120,2022-01-24 12:45:17,4,0,2,212,1,75
119,2022-01-19 17:30:54,4,0,3,248,0,83
118,2022-01-18 16:01:26,4,0,1,197,1,126
117,2022-01-17 12:33:50,4,0,3,227,1,78
116,2021-12-30 17:25:48,4,0,0,210,0,1
115,2021-12-24 20:00:26,4,0,0,244,0,1
114,2021-12-22 22:15:17,4,0,0,170,0,1
113,2021-12-22 15:41:20,4,0,1,190,4,7
112,2021-12-17 15:40:21,4,0,0,198,1,50
111,2021-12-16 14:52:54,4,0,0,207,0,62
110,2021-12-13 17:05:04,4,0,3,199,4,7
108,2021-12-09 22:26:07,4,1,1,175,1,108
107,2021-12-09 14:13:13,3,0,0,143,0,1
106,2021-12-07 21:28:12,4,0,0,156,1,62
104,2021-12-05 23:02:12,4,0,1,171,2,119
103,2021-12-03 15:53:18,4,0,1,220,0,299
101,2021-12-03 13:55:39,4,0,5,208,0,13
100,2021-12-02 19:27:52,4,0,1,156,2,77
99,2021-12-02 19:12:52,4,0,0,112,0,1
98,2021-11-30 22:04:22,4,0,2,220,2,36
97,2021-11-29 18:14:40,3,0,0,128,0,1
96,2021-11-28 21:55:55,4,0,0,145,1,65
95,2021-11-26 17:20:15,4,0,2,175,1,67
94,2021-11-26 15:35:39,3,0,2,160,0,11
93,2021-11-25 11:11:54,3,0,0,130,1,59
91,2021-11-23 22:30:15,4,0,2,157,1,14
90,2021-11-21 21:12:09,3,2,1,196,1,7
89,2021-11-19 19:50:28,3,0,0,175,1,31
88,2021-11-19 19:48:20,3,0,3,185,2,101
87,2021-11-17 19:42:11,3,0,0,186,1,156
86,2021-11-14 23:36:28,4,0,1,188,1,58
85,2021-11-14 17:47:27,3,0,0,165,1,90
84,2021-11-13 14:22:47,3,0,1,240,0,61
82,2021-11-12 14:04:38,3,1,2,197,1,39
81,2021-11-12 13:10:01,3,0,0,170,1,117
80,2021-11-08 19:58:30,3,0,2,193,1,30
79,2021-11-08 17:12:40,3,0,1,194,1,35
78,2021-11-03 17:37:18,3,0,0,184,0,1
77,2021-11-01 21:26:00,4,0,0,204,1,60
75,2021-10-29 00:38:35,3,0,1,243,3,121
73,2021-10-28 01:06:52,3,0,1,315,0,160
72,2021-10-25 14:58:15,3,0,1,225,2,54
71,2021-10-22 23:45:12,3,0,2,226,2,46
69,2021-10-22 13:32:53,6,0,3,226,1,102
68,2021-10-22 00:57:59,2,0,2,287,0,64
64,2021-04-08 14:58:59,3,0,7,759,1,50
62,2020-10-02 10:33:04,3,0,0,898,0,1
60,2020-09-25 15:29:23,3,0,0,599,0,1
59,2020-09-11 21:10:35,3,0,0,489,0,1
58,2020-06-22 17:32:56,2,0,0,621,0,91
57,2020-06-07 12:44:28,2,0,0,562,1,72
55,2020-06-01 20:14:02,2,0,0,494,0,92
54,2020-05-22 20:11:16,2,0,0,403,0,1
53,2020-05-22 20:10:59,2,0,0,315,0,1
51,2020-05-07 18:20:42,2,0,0,295,1,100
50,2020-04-29 19:45:48,3,0,0,324,0,96
45,2020-04-22 15:16:42,2,0,0,253,3,148
44,2020-04-20 21:39:22,4,0,1,303,1,77
41,2020-04-14 16:09:02,2,0,0,240,0,51
40,2020-04-10 21:33:26,2,0,0,227,0,1
39,2020-03-27 20:04:23,2,0,0,271,0,1
26,2020-03-06 17:57:47,2,0,0,188,1,58
15,2019-12-26 11:24:47,17,1,0,409,1,25
11,2019-12-03 11:47:37,3,0,0,407,0,152
10,2019-12-03 11:40:42,3,0,0,230,0,134
